test
KVM QEMU testing on Ubuntu 20.04 via the Phoronix Test Suite.

"Flexible IO Tester - Type: Random Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 256KB - Disk Target: Default Test Directory (IOPS)",HIB,380
"Flexible IO Tester - Type: Random Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 512KB - Disk Target: Default Test Directory (MB/s)",HIB,127
"Flexible IO Tester - Type: Random Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 512KB - Disk Target: Default Test Directory (IOPS)",HIB,253
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 1MB - Disk Target: Default Test Directory (MB/s)",HIB,154
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 1MB - Disk Target: Default Test Directory (IOPS)",HIB,152
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory (MB/s)",HIB,181
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory (IOPS)",HIB,90
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory (MB/s)",HIB,6.425
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory (IOPS)",HIB,1606
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 4MB - Disk Target: Default Test Directory (MB/s)",HIB,206
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 4MB - Disk Target: Default Test Directory (IOPS)",HIB,51
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 8KB - Disk Target: Default Test Directory (MB/s)",HIB,11.0
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 8KB - Disk Target: Default Test Directory (IOPS)",HIB,1447
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 8MB - Disk Target: Default Test Directory (MB/s)",HIB,228
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 8MB - Disk Target: Default Test Directory (IOPS)",HIB,28
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 16KB - Disk Target: Default Test Directory (MB/s)",HIB,21.4
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 16KB - Disk Target: Default Test Directory (IOPS)",HIB,1369
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 32KB - Disk Target: Default Test Directory (MB/s)",HIB,34.3
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 32KB - Disk Target: Default Test Directory (IOPS)",HIB,1097
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 64KB - Disk Target: Default Test Directory (MB/s)",HIB,65.7
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 64KB - Disk Target: Default Test Directory (IOPS)",HIB,1050
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 1MB - Disk Target: Default Test Directory (MB/s)",HIB,134
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 1MB - Disk Target: Default Test Directory (IOPS)",HIB,134
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory (MB/s)",HIB,144
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory (IOPS)",HIB,72
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory (MB/s)",HIB,5.456
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory (IOPS)",HIB,1363
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 8KB - Disk Target: Default Test Directory (MB/s)",HIB,9.906
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 8KB - Disk Target: Default Test Directory (IOPS)",HIB,1256
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 128KB - Disk Target: Default Test Directory (MB/s)",HIB,93.5
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 128KB - Disk Target: Default Test Directory (IOPS)",HIB,748
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 256KB - Disk Target: Default Test Directory (MB/s)",HIB,128
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 256KB - Disk Target: Default Test Directory (IOPS)",HIB,511
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 512KB - Disk Target: Default Test Directory (MB/s)",HIB,148
"Flexible IO Tester - Type: Sequential Read - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 512KB - Disk Target: Default Test Directory (IOPS)",HIB,296
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 16KB - Disk Target: Default Test Directory (MB/s)",HIB,20.4
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 16KB - Disk Target: Default Test Directory (IOPS)",HIB,1326
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 32KB - Disk Target: Default Test Directory (MB/s)",HIB,37.4
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 32KB - Disk Target: Default Test Directory (IOPS)",HIB,1198
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 64KB - Disk Target: Default Test Directory (MB/s)",HIB,62.4
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 64KB - Disk Target: Default Test Directory (IOPS)",HIB,999
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 128KB - Disk Target: Default Test Directory (MB/s)",HIB,93.9
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 128KB - Disk Target: Default Test Directory (IOPS)",HIB,753
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 256KB - Disk Target: Default Test Directory (MB/s)",HIB,118
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 256KB - Disk Target: Default Test Directory (IOPS)",HIB,472
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 512KB - Disk Target: Default Test Directory (MB/s)",HIB,132
"Flexible IO Tester - Type: Sequential Write - Engine: Sync - Buffered: No - Direct: Yes - Block Size: 512KB - Disk Target: Default Test Directory (IOPS)",HIB,264

